UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Machine failure,TWF,HDF,PWF,OSF,RNF,Power_Consumption_kWh,Machine_Load_Percent,Energy_Cost_INR,Carbon_Emission_kgCO2,Production_Output_Units,Estimated_Downtime_Hours,Estimated_Loss_INR
8969,L56148,L,297.1,307.8,1454,50.6,94,0,0,0,0,0,0,13.93,67.0,111.44,11.42,75,0.0,0
8970,L56149,L,297.0,307.8,1396,50.0,96,0,0,0,0,0,0,13.34,70.9,106.72,10.94,70,0.0,0
8971,L56150,L,297.0,307.6,1575,37.4,98,0,0,0,0,0,0,13.17,44.2,105.36,10.8,86,0.0,0
8972,L56151,L,296.9,307.6,1514,35.7,100,0,0,0,0,0,0,12.4,51.2,99.2,10.17,80,0.0,0
8973,M23832,M,296.8,307.4,1455,49.9,102,0,0,0,0,0,0,13.84,60.0,110.72,11.35,75,0.0,0
8974,L56153,L,296.8,307.4,1549,48.3,105,0,0,0,0,0,0,14.44,67.8,115.52,11.84,83,0.0,0
8975,L56154,L,296.8,307.5,1474,42.4,107,0,0,0,0,0,0,12.97,57.1,103.76,10.64,77,0.0,0
8976,H38389,H,296.7,307.4,1661,34.2,109,0,0,0,0,0,0,13.48,37.2,107.84,11.05,93,0.0,0
8977,L56156,L,296.7,307.4,1535,34.6,114,0,0,0,0,0,0,12.44,43.8,99.52,10.2,82,0.0,0
8978,M23837,M,296.9,307.5,1556,31.2,116,0,0,0,0,0,0,12.15,37.4,97.2,9.96,84,0.0,0
8979,L56158,L,296.9,307.6,1435,45.0,119,0,0,0,0,0,0,12.99,59.7,103.92,10.65,73,0.0,0
8980,M23839,M,296.9,307.5,1332,51.1,121,0,0,0,0,0,0,12.93,63.9,103.44,10.6,64,0.0,0
8981,L56160,L,297.0,307.6,1513,42.4,124,0,0,0,0,0,0,13.31,51.5,106.48,10.91,80,0.0,0
8982,L56161,L,297.0,307.7,1502,39.4,126,0,0,0,0,0,0,12.81,55.7,102.48,10.5,79,0.0,0
8983,L56162,L,297.0,307.7,1315,60.1,128,0,0,0,0,0,0,14.02,76.8,112.16,11.5,63,0.0,0
8984,M23843,M,297.0,307.7,1261,51.1,130,0,0,0,0,0,0,12.31,69.1,98.48,10.09,58,0.0,0
8985,L56164,L,297.1,307.8,1406,60.4,133,0,0,0,0,0,0,14.85,76.6,118.8,12.18,71,0.0,0
8986,L56165,L,297.1,307.8,1584,42.3,135,0,0,0,0,0,0,13.92,61.2,111.36,11.41,86,0.0,0
8987,M23846,M,297.1,307.8,1443,43.9,137,0,0,0,0,0,0,12.91,51.7,103.28,10.59,74,0.0,0
8988,L56167,L,297.2,307.9,1580,35.8,140,0,0,0,0,0,0,12.99,40.9,103.92,10.65,86,0.0,0
8989,L56168,L,297.2,307.9,1825,24.6,142,0,0,0,0,0,0,13.59,36.2,108.72,11.14,107,0.0,0
8990,L56169,L,297.2,307.9,1469,48.2,144,0,0,0,0,0,0,13.73,58.8,109.84,11.26,76,0.0,0
8991,L56170,L,297.2,307.9,1493,38.4,146,0,0,0,0,0,0,12.59,55.5,100.72,10.32,78,0.0,0
8992,M23851,M,297.3,308.0,1598,29.4,148,0,0,0,0,0,0,12.27,39.6,98.16,10.06,88,0.0,0
8993,H38406,H,297.2,307.9,1450,37.2,151,0,0,0,0,0,0,12.05,45.1,96.4,9.88,75,0.0,0
8994,M23853,M,297.2,307.9,1632,37.5,156,0,0,0,0,0,0,13.68,37.2,109.44,11.22,91,0.0,0
8995,M23854,M,297.1,307.9,1980,20.3,159,0,0,0,0,0,0,14.36,22.6,114.88,11.78,121,0.0,0
8996,L56175,L,297.2,308.0,1474,43.7,162,0,0,0,0,0,0,13.15,55.3,105.2,10.78,77,0.0,0
8997,L56176,L,297.2,307.9,1540,37.1,164,0,0,0,0,0,0,12.82,51.6,102.56,10.51,82,0.0,0
8998,M23857,M,297.1,307.9,1609,38.9,166,0,0,0,0,0,0,13.67,56.2,109.36,11.21,89,0.0,0
8999,L56178,L,297.1,308.0,1467,42.8,169,0,0,0,0,0,0,12.97,50.1,103.76,10.64,76,0.0,0
9000,L56179,L,297.1,307.9,1492,39.4,171,0,0,0,0,0,0,12.72,52.9,101.76,10.43,78,0.0,0
9001,L56180,L,297.0,307.9,1493,46.1,173,0,0,0,0,0,0,13.65,61.9,109.2,11.19,78,0.0,0
9002,L56181,L,297.0,307.8,1500,39.9,175,0,0,0,0,0,0,12.86,55.0,102.88,10.55,79,0.0,0
9003,L56182,L,297.1,307.8,1477,36.6,177,0,0,0,0,0,0,12.2,47.5,97.6,10.0,77,0.0,0
9004,L56183,L,297.1,307.9,1342,49.1,179,0,0,0,0,0,0,12.74,52.5,101.92,10.45,65,0.0,0
9005,M23864,M,297.1,307.8,1538,34.3,181,0,0,0,0,0,0,12.42,41.1,99.36,10.18,82,0.0,0
9006,L56185,L,297.2,307.9,1337,58.1,184,0,0,0,0,0,0,13.93,68.8,111.44,11.42,65,0.0,0
9007,L56186,L,297.3,307.9,1417,41.8,186,0,0,0,0,0,0,12.39,51.2,99.12,10.16,72,0.0,0
9008,L56187,L,297.4,308.0,1383,46.2,188,0,0,0,0,0,0,12.7,63.1,101.6,10.41,69,0.0,0
9009,M23868,M,297.4,308.0,1440,42.4,190,0,0,0,0,0,0,12.68,54.5,101.44,10.4,74,0.0,0
9010,L56189,L,297.3,307.9,1579,34.4,193,0,0,0,0,0,0,12.79,47.8,102.32,10.49,86,0.0,0
9011,L56190,L,297.2,307.9,1441,40.0,195,0,0,0,0,0,0,12.36,51.4,98.88,10.14,74,0.0,0
9012,M23871,M,297.2,307.9,1530,35.9,197,0,0,0,0,0,0,12.57,37.6,100.56,10.31,82,0.0,0
9013,L56192,L,297.2,308.0,1705,26.0,200,0,0,0,0,0,0,12.74,17.9,101.92,10.45,97,0.0,0
9014,H38427,H,297.2,308.0,1435,43.0,202,0,0,0,0,0,0,12.72,54.6,101.76,10.43,73,0.0,0
9015,M23874,M,297.2,308.1,1340,61.3,207,1,0,0,0,1,0,14.4,77.9,115.2,11.81,65,5.6,224000
9016,L56195,L,297.2,308.1,1431,49.7,210,1,0,0,0,0,0,13.6,58.2,108.8,11.15,73,1.1,44000
9017,L56196,L,297.3,308.2,1396,52.7,212,1,0,0,0,1,0,13.71,58.7,109.68,11.24,70,2.3,92000
9018,M23877,M,297.3,308.1,1369,52.0,214,0,0,0,0,0,0,13.38,62.5,107.04,10.97,68,0.0,0
9019,L56198,L,297.3,308.1,1615,35.4,217,1,1,0,0,0,0,13.24,42.4,105.92,10.86,89,2.6,104000
9020,L56199,L,297.2,308.1,1662,31.3,0,0,0,0,0,0,0,13.09,41.1,104.72,10.73,93,0.0,0
9021,L56200,L,297.3,308.2,1553,33.5,2,0,0,0,0,0,0,12.44,41.7,99.52,10.2,84,0.0,0
9022,M23881,M,297.4,308.2,1536,34.6,4,0,0,0,0,0,0,12.44,50.3,99.52,10.2,82,0.0,0
9023,L56202,L,297.4,308.3,1548,46.6,7,0,0,0,0,0,0,14.2,53.6,113.6,11.64,83,0.0,0
9024,L56203,L,297.4,308.3,1706,30.9,9,0,0,0,0,0,0,13.42,41.6,107.36,11.0,97,0.0,0
9025,L56204,L,297.4,308.3,1366,45.5,11,0,0,0,0,0,0,12.46,57.5,99.68,10.22,67,0.0,0
9026,L56205,L,297.5,308.4,1440,35.9,13,0,0,0,0,0,0,11.78,47.6,94.24,9.66,74,0.0,0
9027,M23886,M,297.5,308.4,1685,28.1,15,0,0,0,0,0,0,12.85,31.2,102.8,10.54,95,0.0,0
9028,M23887,M,297.4,308.3,1444,44.0,18,0,0,0,0,0,0,12.93,60.6,103.44,10.6,74,0.0,0
9029,L56208,L,297.4,308.3,1395,48.7,21,0,0,0,0,0,0,13.15,63.2,105.2,10.78,70,0.0,0
9030,L56209,L,297.4,308.3,1483,38.8,23,0,0,0,0,0,0,12.56,44.7,100.48,10.3,78,0.0,0
9031,M23890,M,297.5,308.4,1403,44.3,25,0,0,0,0,0,0,12.61,55.6,100.88,10.34,71,0.0,0
9032,H38445,H,297.5,308.4,1793,23.9,28,0,0,0,0,0,0,13.22,26.4,105.76,10.84,105,0.0,0
9033,L56212,L,297.4,308.3,1723,28.8,33,0,0,0,0,0,0,13.28,36.8,106.24,10.89,98,0.0,0
9034,L56213,L,297.4,308.2,1386,41.0,35,0,0,0,0,0,0,12.01,45.2,96.08,9.85,69,0.0,0
9035,H38448,H,297.4,308.2,1585,46.2,37,0,0,0,0,0,0,14.47,58.1,115.76,11.87,86,0.0,0
9036,M23895,M,297.3,308.1,1731,27.7,42,0,0,0,0,0,0,13.2,34.8,105.6,10.82,99,0.0,0
9037,L56216,L,297.3,308.3,1519,37.7,45,0,0,0,0,0,0,12.72,46.7,101.76,10.43,81,0.0,0
9038,L56217,L,297.3,308.2,1896,24.4,47,0,0,0,0,0,0,14.19,35.0,113.52,11.64,114,0.0,0
9039,L56218,L,297.3,308.3,2358,14.9,49,0,0,0,0,0,0,16.91,19.1,135.28,13.87,154,0.0,0
9040,M23899,M,297.3,308.3,1341,51.9,51,0,0,0,0,0,0,13.12,66.0,104.96,10.76,65,0.0,0
9041,L56220,L,297.3,308.3,1550,37.0,54,0,0,0,0,0,0,12.9,46.7,103.2,10.58,83,0.0,0
9042,L56221,L,297.3,308.3,1309,61.5,56,0,0,0,0,0,0,14.16,80.7,113.28,11.61,62,0.0,0
9043,M23902,M,297.3,308.4,1599,32.9,58,0,0,0,0,0,0,12.76,42.0,102.08,10.46,88,0.0,0
9044,L56223,L,297.4,308.4,1343,40.0,61,0,0,0,0,0,0,11.5,40.6,92.0,9.43,65,0.0,0
9045,L56224,L,297.4,308.4,1378,39.9,63,0,0,0,0,0,0,11.79,48.1,94.32,9.67,68,0.0,0
9046,L56225,L,297.4,308.4,1603,34.6,65,0,0,0,0,0,0,13.03,34.9,104.24,10.68,88,0.0,0
9047,L56226,L,297.4,308.4,1664,28.1,67,0,0,0,0,0,0,12.67,39.8,101.36,10.39,93,0.0,0
9048,L56227,L,297.3,308.4,1488,37.4,69,0,0,0,0,0,0,12.41,45.8,99.28,10.18,78,0.0,0
9049,M23908,M,297.3,308.4,1370,50.5,71,0,0,0,0,0,0,13.18,63.2,105.44,10.81,68,0.0,0
9050,L56229,L,297.3,308.5,1545,34.3,74,0,0,0,0,0,0,12.48,46.4,99.84,10.23,83,0.0,0
9051,M23910,M,297.4,308.5,1566,31.4,76,0,0,0,0,0,0,12.27,40.0,98.16,10.06,85,0.0,0
9052,L56231,L,297.4,308.6,1820,24.6,79,0,0,0,0,0,0,13.55,22.9,108.4,11.11,107,0.0,0
9053,M23912,M,297.4,308.6,1901,22.1,81,0,0,0,0,0,0,13.91,24.8,111.28,11.41,114,0.0,0
9054,M23913,M,297.4,308.5,1638,32.2,84,0,0,0,0,0,0,13.0,37.3,104.0,10.66,91,0.0,0
9055,M23914,M,297.3,308.4,1521,38.2,87,0,0,0,0,0,0,12.81,38.5,102.48,10.5,81,0.0,0
9056,H38469,H,297.3,308.4,1864,23.1,90,0,0,0,0,0,0,13.73,23.1,109.84,11.26,111,0.0,0
9057,L56236,L,297.3,308.3,1430,41.9,95,0,0,0,0,0,0,12.52,51.4,100.16,10.27,73,0.0,0
9058,M23917,M,297.3,308.4,1686,34.5,97,0,0,0,0,0,0,13.74,41.6,109.92,11.27,95,0.0,0
9059,M23918,M,297.2,308.3,1326,57.2,100,0,0,0,0,0,0,13.71,65.9,109.68,11.24,64,0.0,0
9060,L56239,L,297.2,308.3,1805,25.6,103,0,0,0,0,0,0,13.56,35.7,108.48,11.12,106,0.0,0
9061,H38474,H,297.2,308.3,1453,45.8,105,0,0,0,0,0,0,13.26,57.2,106.08,10.87,75,0.0,0
9062,M23921,M,297.2,308.4,1863,26.0,110,0,0,0,0,0,0,14.12,30.7,112.96,11.58,111,0.0,0
9063,L56242,L,297.2,308.3,1576,35.3,113,0,0,0,0,0,0,12.89,45.3,103.12,10.57,86,0.0,0
9064,L56243,L,297.2,308.3,1419,39.7,115,0,0,0,0,0,0,12.12,45.4,96.96,9.94,72,0.0,0
9065,L56244,L,297.2,308.4,1833,25.2,117,0,0,0,0,0,0,13.75,31.7,110.0,11.27,108,0.0,0
9066,H38479,H,297.2,308.4,2182,17.3,119,0,0,0,0,0,0,15.71,16.7,125.68,12.88,139,0.0,0
9067,L56246,L,297.2,308.3,1656,30.3,124,0,0,0,0,0,0,12.9,31.9,103.2,10.58,93,0.0,0
9068,L56247,L,297.1,308.2,1351,56.6,126,0,0,0,0,0,0,13.85,75.4,110.8,11.36,66,0.0,0
9069,H38482,H,297.1,308.2,1790,30.3,128,0,0,0,0,0,0,14.07,43.9,112.56,11.54,104,0.0,0
9070,M23929,M,297.2,308.2,1678,28.1,133,0,0,0,0,0,0,12.79,37.0,102.32,10.49,95,0.0,0
9071,L56250,L,297.1,308.2,1427,45.2,136,0,0,0,0,0,0,12.95,61.5,103.6,10.62,73,0.0,0
9072,L56251,L,297.0,308.1,1429,54.0,138,0,0,0,0,0,0,14.17,66.4,113.36,11.62,73,0.0,0
9073,H38486,H,297.2,308.1,1770,27.2,140,0,0,0,0,0,0,13.47,24.2,107.76,11.05,103,0.0,0
9074,L56253,L,297.2,308.1,1689,31.2,145,0,0,0,0,0,0,13.31,45.1,106.48,10.91,95,0.0,0
9075,M23934,M,297.2,308.1,1554,41.3,147,0,0,0,0,0,0,13.52,61.8,108.16,11.09,84,0.0,0
9076,L56255,L,297.3,308.1,1506,36.0,150,0,0,0,0,0,0,12.37,51.9,98.96,10.14,80,0.0,0
9077,L56256,L,297.2,308.1,1474,44.3,152,0,0,0,0,0,0,13.23,54.0,105.84,10.85,77,0.0,0
9078,L56257,L,297.3,308.1,1762,26.1,154,0,0,0,0,0,0,13.25,24.9,106.0,10.86,102,0.0,0
9079,L56258,L,297.3,308.1,1566,35.7,156,0,0,0,0,0,0,12.86,38.5,102.88,10.55,85,0.0,0
9080,H38493,H,297.3,308.1,1554,42.4,158,0,0,0,0,0,0,13.67,44.6,109.36,11.21,84,0.0,0
9081,L56260,L,297.2,308.0,1869,25.4,163,0,0,0,0,0,0,14.09,29.1,112.72,11.55,111,0.0,0
9082,L56261,L,297.3,308.0,1527,35.1,165,0,0,0,0,0,0,12.43,51.0,99.44,10.19,81,0.0,0
9083,L56262,L,297.2,307.9,1309,49.6,167,0,0,0,0,0,0,12.52,62.2,100.16,10.27,62,0.0,0
9084,M23943,M,297.2,307.9,1541,35.7,169,0,0,0,0,0,0,12.64,45.3,101.12,10.36,83,0.0,0
9085,L56264,L,297.2,307.9,1326,75.4,172,1,0,0,1,1,0,16.21,100.0,129.68,13.29,64,6.3,252000
9086,H38499,H,297.1,307.9,1365,54.0,174,0,0,0,0,0,0,13.62,66.9,108.96,11.17,67,0.0,0
9087,L56266,L,297.1,307.8,1428,43.7,179,0,0,0,0,0,0,12.75,65.0,102.0,10.46,73,0.0,0
9088,L56267,L,297.1,307.8,1681,27.6,181,0,0,0,0,0,0,12.75,42.7,102.0,10.46,95,0.0,0
9089,M23948,M,297.1,307.9,1662,26.9,183,0,0,0,0,0,0,12.49,31.1,99.92,10.24,93,0.0,0
9090,L56269,L,297.2,307.9,1989,20.3,186,0,0,0,0,0,0,14.43,19.8,115.44,11.83,122,0.0,0
9091,M23950,M,297.2,307.9,1747,29.0,188,0,0,0,0,0,0,13.52,38.1,108.16,11.09,101,0.0,0
9092,M23951,M,297.2,308.0,1765,31.1,191,0,0,0,0,0,0,13.96,35.8,111.68,11.45,102,0.0,0
9093,L56272,L,297.3,308.1,1568,34.4,194,0,0,0,0,0,0,12.7,36.3,101.6,10.41,85,0.0,0
9094,M23953,M,297.3,308.1,1709,30.6,196,0,0,0,0,0,0,13.4,43.2,107.2,10.99,97,0.0,0
9095,M23954,M,297.3,308.1,1370,58.8,199,0,0,0,0,0,0,14.32,81.6,114.56,11.74,68,0.0,0
9096,L56275,L,297.3,308.1,1458,45.7,202,0,0,0,0,0,0,13.29,58.3,106.32,10.9,75,0.0,0
9097,L56276,L,297.2,308.1,1712,30.9,204,0,0,0,0,0,0,13.47,30.9,107.76,11.05,97,0.0,0
9098,L56277,L,297.3,308.1,1642,36.9,206,0,0,0,0,0,0,13.69,39.3,109.52,11.23,91,0.0,0
9099,L56278,L,297.3,308.1,1468,49.8,0,0,0,0,0,0,0,13.94,63.7,111.52,11.43,76,0.0,0
9100,H38513,H,297.3,308.1,1477,52.3,2,0,0,0,0,0,0,14.36,64.1,114.88,11.78,77,0.0,0
9101,L56280,L,297.3,308.2,1446,53.5,7,0,0,0,0,0,0,14.25,66.6,114.0,11.68,74,0.0,0
9102,H38515,H,297.3,308.2,1653,31.4,9,0,0,0,0,0,0,13.03,43.0,104.24,10.68,92,0.0,0
9103,L56282,L,297.3,308.3,1494,38.2,14,0,0,0,0,0,0,12.57,50.9,100.56,10.31,78,0.0,0
9104,L56283,L,297.3,308.2,1490,41.0,16,0,0,0,0,0,0,12.92,58.0,103.36,10.59,78,0.0,0
9105,M23964,M,297.4,308.3,1550,47.8,18,0,0,0,0,0,0,14.38,55.5,115.04,11.79,83,0.0,0
9106,M23965,M,297.3,308.2,1677,34.9,21,0,0,0,0,0,0,13.72,41.0,109.76,11.25,94,0.0,0
9107,L56286,L,297.4,308.3,1854,21.8,24,0,0,0,0,0,0,13.46,28.5,107.68,11.04,110,0.0,0
9108,M23967,M,297.5,308.5,1662,30.3,26,0,0,0,0,0,0,12.95,38.6,103.6,10.62,93,0.0,0
9109,M23968,M,297.5,308.6,1440,38.8,29,0,0,0,0,0,0,12.18,55.7,97.44,9.99,74,0.0,0
9110,L56289,L,297.5,308.6,1513,39.7,32,0,0,0,0,0,0,12.94,51.4,103.52,10.61,80,0.0,0
9111,M23970,M,297.6,308.6,1389,49.0,34,0,0,0,0,0,0,13.14,71.3,105.12,10.77,69,0.0,0
9112,L56291,L,297.6,308.6,1351,51.0,37,0,0,0,0,0,0,13.08,67.5,104.64,10.73,66,0.0,0
9113,M23972,M,297.6,308.6,1482,38.3,39,0,0,0,0,0,0,12.48,52.7,99.84,10.23,77,0.0,0
9114,L56293,L,297.6,308.6,1744,28.5,42,0,0,0,0,0,0,13.42,32.3,107.36,11.0,100,0.0,0
9115,L56294,L,297.6,308.7,1476,39.0,44,0,0,0,0,0,0,12.52,48.4,100.16,10.27,77,0.0,0
9116,M23975,M,297.6,308.6,1444,48.2,46,0,0,0,0,0,0,13.51,65.5,108.08,11.08,74,0.0,0
9117,H38530,H,297.6,308.7,1659,32.1,49,0,0,0,0,0,0,13.17,46.9,105.36,10.8,93,0.0,0
9118,M23977,M,297.6,308.7,1475,46.6,54,0,0,0,0,0,0,13.56,62.4,108.48,11.12,77,0.0,0
9119,L56298,L,297.6,308.6,1526,42.1,57,0,0,0,0,0,0,13.39,52.2,107.12,10.98,81,0.0,0
9120,M23979,M,297.4,308.4,1675,29.5,59,0,0,0,0,0,0,12.96,42.2,103.68,10.63,94,0.0,0
9121,L56300,L,297.4,308.4,1525,38.7,62,0,0,0,0,0,0,12.91,37.0,103.28,10.59,81,0.0,0
9122,L56301,L,297.3,308.3,1396,45.9,64,0,0,0,0,0,0,12.77,50.7,102.16,10.47,70,0.0,0
9123,L56302,L,297.4,308.4,1580,41.2,66,0,0,0,0,0,0,13.73,54.8,109.84,11.26,86,0.0,0
9124,L56303,L,297.4,308.5,1462,42.8,68,0,0,0,0,0,0,12.92,53.6,103.36,10.59,76,0.0,0
9125,L56304,L,297.4,308.4,1426,50.4,70,0,0,0,0,0,0,13.65,67.0,109.2,11.19,73,0.0,0
9126,L56305,L,297.4,308.5,1569,34.2,72,0,0,0,0,0,0,12.68,42.1,101.44,10.4,85,0.0,0
9127,L56306,L,297.4,308.5,1477,40.7,74,0,0,0,0,0,0,12.77,53.5,102.16,10.47,77,0.0,0
9128,L56307,L,297.4,308.5,1761,27.2,76,0,0,0,0,0,0,13.39,28.1,107.12,10.98,102,0.0,0
9129,M23988,M,297.5,308.6,1486,45.9,78,0,0,0,0,0,0,13.56,60.7,108.48,11.12,78,0.0,0
9130,L56309,L,297.6,308.6,1664,30.1,81,0,0,0,0,0,0,12.94,41.1,103.52,10.61,93,0.0,0
9131,L56310,L,297.6,308.6,1576,32.7,83,0,0,0,0,0,0,12.53,45.8,100.24,10.27,86,0.0,0
9132,H38545,H,297.6,308.6,1463,46.7,85,0,0,0,0,0,0,13.47,69.0,107.76,11.05,76,0.0,0
9133,M23992,M,297.6,308.6,1585,42.0,90,0,0,0,0,0,0,13.89,53.7,111.12,11.39,86,0.0,0
9134,L56313,L,297.7,308.7,1479,45.7,93,0,0,0,0,0,0,13.47,58.9,107.76,11.05,77,0.0,0
9135,L56314,L,297.7,308.7,1449,40.2,95,0,0,0,0,0,0,12.45,42.4,99.6,10.21,75,0.0,0
9136,H38549,H,297.7,308.8,1404,50.3,97,0,0,0,0,0,0,13.45,61.2,107.6,11.03,71,0.0,0
9137,L56316,L,297.7,308.7,1694,29.1,102,0,0,0,0,0,0,13.07,33.8,104.56,10.72,96,0.0,0
9138,L56317,L,297.7,308.7,1731,28.4,104,0,0,0,0,0,0,13.29,39.0,106.32,10.9,99,0.0,0
9139,L56318,L,297.6,308.6,1522,37.0,106,0,0,0,0,0,0,12.65,42.5,101.2,10.37,81,0.0,0
9140,L56319,L,297.5,308.5,1536,36.9,108,0,0,0,0,0,0,12.76,49.4,102.08,10.46,82,0.0,0
9141,L56320,L,297.5,308.5,1373,39.9,110,0,0,0,0,0,0,11.75,49.6,94.0,9.64,68,0.0,0
9142,L56321,L,297.5,308.5,1597,36.4,112,0,0,0,0,0,0,13.22,43.9,105.76,10.84,87,0.0,0
9143,L56322,L,297.6,308.5,1678,34.2,114,0,0,0,0,0,0,13.63,43.0,109.04,11.18,95,0.0,0
9144,L56323,L,297.6,308.5,1452,42.6,116,0,0,0,0,0,0,12.81,51.3,102.48,10.5,75,0.0,0
9145,M24004,M,297.5,308.5,1447,41.6,118,0,0,0,0,0,0,12.63,49.8,101.04,10.36,74,0.0,0
9146,L56325,L,297.6,308.5,1574,37.1,121,0,0,0,0,0,0,13.12,37.2,104.96,10.76,85,0.0,0
9147,L56326,L,297.6,308.6,1528,40.0,123,0,0,0,0,0,0,13.12,48.5,104.96,10.76,81,0.0,0
9148,L56327,L,297.7,308.7,1688,27.2,125,0,0,0,0,0,0,12.75,29.7,102.0,10.46,95,0.0,0
9149,L56328,L,297.6,308.6,1393,40.4,127,0,0,0,0,0,0,11.99,47.7,95.92,9.83,70,0.0,0
9150,M24009,M,297.5,308.6,1429,50.5,129,0,0,0,0,0,0,13.69,66.2,109.52,11.23,73,0.0,0
9151,M24010,M,297.5,308.6,1347,57.0,132,0,0,0,0,0,0,13.87,76.4,110.96,11.37,66,0.0,0
9152,L56331,L,297.6,308.6,1553,40.5,135,0,0,0,0,0,0,13.4,51.6,107.2,10.99,84,0.0,0
9153,L56332,L,297.5,308.6,1260,53.6,137,0,0,0,0,0,0,12.64,73.4,101.12,10.36,58,0.0,0
9154,L56333,L,297.5,308.6,1546,33.8,139,0,0,0,0,0,0,12.42,44.1,99.36,10.18,83,0.0,0
9155,L56334,L,297.5,308.6,1596,36.0,141,0,0,0,0,0,0,13.16,42.8,105.28,10.79,87,0.0,0
9156,L56335,L,297.5,308.5,1340,57.4,143,0,0,0,0,0,0,13.86,71.3,110.88,11.37,65,0.0,0
9157,M24016,M,297.5,308.4,1369,54.8,145,0,0,0,0,0,0,13.76,71.6,110.08,11.28,68,0.0,0
9158,L56337,L,297.5,308.5,1462,52.3,148,0,0,0,0,0,0,14.23,69.5,113.84,11.67,76,0.0,0
9159,H38572,H,297.4,308.4,1487,46.2,150,0,0,0,0,0,0,13.61,65.2,108.88,11.16,78,0.0,0
9160,M24019,M,297.5,308.6,1510,35.5,155,0,0,0,0,0,0,12.34,49.5,98.72,10.12,80,0.0,0
9161,H38574,H,297.5,308.5,1671,28.0,158,0,0,0,0,0,0,12.72,30.5,101.76,10.43,94,0.0,0
9162,M24021,M,297.5,308.5,1612,30.0,163,0,0,0,0,0,0,12.48,35.5,99.84,10.23,89,0.0,0
9163,M24022,M,297.6,308.6,1509,39.7,166,0,0,0,0,0,0,12.91,52.7,103.28,10.59,80,0.0,0
9164,L56343,L,297.6,308.6,1415,47.3,169,0,0,0,0,0,0,13.13,65.1,105.04,10.77,72,0.0,0
9165,L56344,L,297.6,308.6,2384,14.4,171,0,0,0,0,0,0,17.07,19.3,136.56,14.0,156,0.0,0
9166,L56345,L,297.6,308.6,1326,62.4,173,0,0,0,0,0,0,14.43,80.2,115.44,11.83,64,0.0,0
9167,M24026,M,297.6,308.6,1390,53.4,175,0,0,0,0,0,0,13.75,61.9,110.0,11.27,69,0.0,0
9168,M24027,M,297.6,308.7,1392,41.2,178,0,0,0,0,0,0,12.09,46.4,96.72,9.91,70,0.0,0
9169,H38582,H,297.6,308.8,1385,44.4,181,0,0,0,0,0,0,12.47,57.1,99.76,10.23,69,0.0,0
9170,L56349,L,297.7,308.8,1896,24.5,186,0,0,0,0,0,0,14.2,30.1,113.6,11.64,114,0.0,0
9171,L56350,L,297.7,308.7,1474,46.8,188,0,0,0,0,0,0,13.58,53.6,108.64,11.14,77,0.0,0
9172,M24031,M,297.7,308.8,1388,45.6,190,0,0,0,0,0,0,12.66,57.6,101.28,10.38,69,0.0,0
9173,L56352,L,297.7,308.9,1715,27.2,193,0,0,0,0,0,0,12.99,35.3,103.92,10.65,98,0.0,0
9174,H38587,H,297.8,308.9,1650,32.2,195,0,0,0,0,0,0,13.11,33.3,104.88,10.75,92,0.0,0
9175,L56354,L,297.8,308.9,1871,25.6,200,1,1,0,0,0,0,14.13,35.5,113.04,11.59,111,4.3,172000
9176,L56355,L,297.8,309.0,1403,64.2,0,1,0,0,1,0,0,15.35,81.1,122.8,12.59,71,3.1,124000
9177,L56356,L,297.8,308.9,1518,40.4,2,0,0,0,0,0,0,13.08,56.6,104.64,10.73,81,0.0,0
9178,L56357,L,297.9,309.1,1504,43.0,4,0,0,0,0,0,0,13.32,51.2,106.56,10.92,79,0.0,0
9179,L56358,L,297.8,309.0,1340,56.9,6,0,0,0,0,0,0,13.8,67.8,110.4,11.32,65,0.0,0
9180,H38593,H,297.9,309.1,1435,44.7,8,0,0,0,0,0,0,12.95,53.9,103.6,10.62,73,0.0,0
9181,L56360,L,297.9,309.1,1507,36.9,13,0,0,0,0,0,0,12.51,45.0,100.08,10.26,80,0.0,0
9182,L56361,L,297.9,309.1,1521,36.1,15,0,0,0,0,0,0,12.52,42.4,100.16,10.27,81,0.0,0
9183,M24042,M,297.8,309.0,1576,45.0,17,0,0,0,0,0,0,14.22,55.5,113.76,11.66,86,0.0,0
9184,L56363,L,297.9,309.1,1543,36.6,20,0,0,0,0,0,0,12.78,46.7,102.24,10.48,83,0.0,0
9185,L56364,L,298.0,309.2,1665,36.6,22,0,0,0,0,0,0,13.84,44.2,110.72,11.35,93,0.0,0
9186,L56365,L,297.9,309.1,1442,50.3,24,0,0,0,0,0,0,13.78,63.5,110.24,11.3,74,0.0,0
9187,L56366,L,297.9,309.0,1629,29.0,26,0,0,0,0,0,0,12.49,26.1,99.92,10.24,90,0.0,0
9188,L56367,L,297.9,309.0,1379,47.3,28,0,0,0,0,0,0,12.82,61.7,102.56,10.51,68,0.0,0
9189,L56368,L,297.9,309.0,1502,40.2,30,0,0,0,0,0,0,12.92,49.6,103.36,10.59,79,0.0,0
9190,L56369,L,297.9,309.1,1595,32.0,32,0,0,0,0,0,0,12.6,46.8,100.8,10.33,87,0.0,0
9191,M24050,M,298.0,309.0,1439,38.5,34,0,0,0,0,0,0,12.13,43.0,97.04,9.95,74,0.0,0
